Dist,L,λ/steps,Noise,Shots,Backend,Fidelity,TVD,TVD±1σ,JSD
EXP,4,0.4,low,4096,ibm_toronto,0.9934934346492473,0.030024683510803507,0.0300±0.0070,0.003025130037377594
EXP,4,0.5,low,4096,ibm_toronto,0.9905223059082856,0.03527630558652559,0.0353±0.0069,0.004192590144744051
EXP,4,0.6,low,4096,ibm_toronto,0.9863647273842807,0.038976705139620954,0.0390±0.0067,0.005755734602671804
EXP,4,0.7000000000000001,low,4096,ibm_toronto,0.9855548159125757,0.033147718841990415,0.0331±0.0065,0.005950307735792328
EXP,4,0.8,low,4096,ibm_toronto,0.9821089661012362,0.038148807166908424,0.0381±0.0063,0.007248765687389224
EXP,4,0.9,low,4096,ibm_toronto,0.9805504676982773,0.037215320750871604,0.0372±0.0061,0.00783580681259073
EXP,4,1.0,low,4096,ibm_toronto,0.9770741914163096,0.043209070927016716,0.0432±0.0060,0.009160188671366098
EXP,4,0.1,medium,4096,ibm_toronto,0.9984600794673663,0.027964463843327896,0.0280±0.0076,0.000769750088952486
EXP,4,0.2,medium,4096,ibm_toronto,0.9966354577195048,0.029656317147068328,0.0297±0.0074,0.0015381355890862094
EXP,4,0.30000000000000004,medium,4096,ibm_toronto,0.9960862010707449,0.029198815792035315,0.0292±0.0072,0.0018920656465562951
